ID,Cikis,Varis,Musteri,Tip,Tonaj,Mesafe,Maliyet,Fiyat,Gecikme
TRK-12082,İskenderun,Mersin,Arçelik,Denizyolu,22063,2062,5583.37,6646.65,2
TRK-12083,Rotterdam,İskenderun,Arçelik,Karayolu,41511,4596,8732.86,10532.82,0
TRK-12084,İzmir,Rotterdam,Arçelik,Demiryolu,14968,3607,6917.14,7756.73,0
TRK-12085,Hamburg,İskenderun,Tofaş,Demiryolu,33260,3391,7839.52,10182.85,0
TRK-12086,Batum,Hamburg,Vestel,Demiryolu,7860,864,1624.44,1829.51,0
TRK-12087,Ambarlı,Mersin,Apple,Demiryolu,6974,1771,5031.49,6253.43,0
TRK-12088,Hamburg,Samsun,Tofaş,Demiryolu,39795,1056,3142.35,3722.06,0
TRK-12089,Batum,Samsun,Apple,Karayolu,38695,2039,4124.3,4541.46,2
TRK-12090,Rotterdam,İskenderun,Arçelik,Denizyolu,3437,4711,10463.49,11977.38,5
TRK-12091,Ambarlı,İzmir,Arçelik,Demiryolu,30629,379,895.54,1048.02,2
TRK-12092,Hamburg,Rotterdam,Amazon,Karayolu,9259,2066,6160.02,7915.79,1
TRK-12093,Mersin,İzmir,Amazon,Karayolu,5896,3025,6695.98,8146.84,2
TRK-12094,Rotterdam,Mersin,Beko,Demiryolu,13629,2387,6285.66,8084.69,0
TRK-12095,İzmir,Batum,Vestel,Karayolu,36839,2066,7125.34,7883.41,0
TRK-12096,Hamburg,Rotterdam,Arçelik,Demiryolu,3042,4000,6613.59,7305.05,1
TRK-12097,Mersin,Ambarlı,Şişecam,Denizyolu,9475,3389,9532.91,12146.2,5
TRK-12098,Mersin,İzmir,Apple,Demiryolu,1792,1753,3379.17,4372.02,0
TRK-12099,Ambarlı,Hamburg,Arçelik,Denizyolu,20565,679,1742.97,2212.44,0
TRK-12100,Ambarlı,Mersin,Tofaş,Denizyolu,36917,623,2061.39,2432.68,5
TRK-12101,Hamburg,Ambarlı,Apple,Karayolu,7581,4700,12854.86,15695.16,5
TRK-12102,Mersin,Rotterdam,Tofaş,Karayolu,32698,3994,9662.28,10842.88,0
TRK-12103,Samsun,Rotterdam,Amazon,Demiryolu,28935,3347,7415.59,8258.29,0
TRK-12104,Hamburg,Mersin,Beko,Denizyolu,40614,3629,7436.68,8627.53,2
TRK-12105,Hamburg,Mersin,Şişecam,Denizyolu,25773,951,1729.74,2094.73,1
TRK-12106,Ambarlı,Rotterdam,Apple,Demiryolu,3908,4695,15652.06,17831.92,1
TRK-12107,Mersin,Samsun,Beko,Karayolu,20479,552,1661.83,1840.33,1
TRK-12108,Batum,Hamburg,Amazon,Demiryolu,27695,3033,9180.68,11411.24,0
TRK-12109,Mersin,İzmir,Tofaş,Demiryolu,2066,4723,15231.06,17748.24,0
TRK-12110,İskenderun,Hamburg,Tofaş,Karayolu,23421,1912,4642.11,5481.84,1
TRK-12111,Samsun,Ambarlı,Amazon,Demiryolu,18147,3381,6224.06,7621.08,0
TRK-12112,İzmir,Rotterdam,Apple,Karayolu,5924,3783,11563.73,12895.49,0
TRK-12113,Ambarlı,İskenderun,Amazon,Karayolu,10550,1912,5401.31,6669.67,0
TRK-12114,İskenderun,İzmir,Beko,Karayolu,40003,1481,3249.66,4014.06,1
TRK-12115,Ambarlı,Batum,Amazon,Karayolu,39931,2071,7474.63,9697.79,0
TRK-12116,Ambarlı,İskenderun,Apple,Denizyolu,1993,3728,11505.9,13210.43,0
TRK-12117,Hamburg,İskenderun,Tofaş,Denizyolu,29509,1337,3458.04,3812.2,2
TRK-12118,Rotterdam,Ambarlı,Beko,Demiryolu,23402,3023,5511.95,6081.11,0
TRK-12119,İskenderun,Ambarlı,Arçelik,Denizyolu,22543,3896,13573.9,17371.14,5
TRK-12120,Batum,Hamburg,Amazon,Karayolu,1708,4894,7505.68,8328.79,2
TRK-12121,Rotterdam,Ambarlı,Amazon,Karayolu,29487,1939,5430.35,6077.33,1
TRK-12122,İzmir,Ambarlı,Amazon,Karayolu,23260,4631,13692.12,16135.72,1
TRK-12123,Rotterdam,Ambarlı,Apple,Karayolu,15028,1191,3553.66,4326.93,0
TRK-12124,İskenderun,İzmir,Vestel,Karayolu,24295,2360,7982.99,10377.01,0
TRK-12125,Rotterdam,Mersin,Arçelik,Denizyolu,40434,2897,9401.9,11778.92,5
TRK-12126,İzmir,Mersin,Arçelik,Denizyolu,2766,3942,13715.69,16985.68,0
TRK-12127,Rotterdam,Ambarlı,Vestel,Denizyolu,14803,843,2834.22,3149.88,2
TRK-12128,Batum,İzmir,Tofaş,Karayolu,39112,3818,9551.27,11773.98,0
TRK-12129,Mersin,Rotterdam,Apple,Karayolu,5220,2504,6532.33,8233.91,0
TRK-12130,Hamburg,Mersin,Tofaş,Demiryolu,41319,3205,7877.88,8908.22,0
TRK-12131,İzmir,Mersin,Şişecam,Denizyolu,31515,4447,13807.03,17911.32,0
TRK-12132,Ambarlı,İskenderun,Amazon,Denizyolu,20444,327,1033.6,1158.33,2
TRK-12133,Samsun,İskenderun,Beko,Karayolu,12538,4473,12959.03,14601.78,2
TRK-12134,Rotterdam,Batum,Şişecam,Demiryolu,17517,3013,7121.99,8658.98,0
TRK-12135,Batum,Hamburg,Arçelik,Karayolu,6496,3302,6993.31,8777.6,0
TRK-12136,İskenderun,Ambarlı,Apple,Demiryolu,38336,2075,4006.74,4610.32,0
TRK-12137,Rotterdam,Samsun,Arçelik,Denizyolu,32253,4945,14726.64,17261.7,5
TRK-12138,Batum,Rotterdam,Tofaş,Karayolu,17723,4658,14429.5,17146.59,1
TRK-12139,Batum,Ambarlı,Tofaş,Demiryolu,6031,2912,9895.05,11635.89,5
TRK-12140,Rotterdam,Batum,Amazon,Karayolu,33589,1694,3463.44,4347.27,0
TRK-12141,İzmir,Samsun,Arçelik,Denizyolu,43556,2228,4365.91,5154.37,0
TRK-12142,Samsun,İzmir,Amazon,Denizyolu,21005,2866,8833.71,9971.77,1
TRK-12143,Batum,İzmir,Arçelik,Denizyolu,20123,374,837.15,1065.3,0
TRK-12144,Ambarlı,Rotterdam,Tofaş,Denizyolu,23905,1246,3351.9,4280.77,1
TRK-12145,Batum,Rotterdam,Beko,Karayolu,37847,3703,8075.49,10273.7,5
TRK-12146,İskenderun,Ambarlı,Tofaş,Demiryolu,40096,4667,16180.53,20921.26,2
TRK-12147,İzmir,Batum,Arçelik,Demiryolu,22426,719,2384.19,3011.49,0
TRK-12148,Ambarlı,İzmir,Beko,Denizyolu,2967,1056,1801.78,2266.94,0
TRK-12149,Mersin,Hamburg,Amazon,Karayolu,36907,4979,9396.04,12062.04,1
TRK-12150,Mersin,İskenderun,Beko,Karayolu,36679,977,3727.31,4580.61,2
TRK-12151,Hamburg,İzmir,Vestel,Denizyolu,23579,4233,9085.94,10393.33,0
TRK-12152,İzmir,Batum,Tofaş,Demiryolu,26004,2257,5500.42,6300.62,0
TRK-12153,İzmir,Hamburg,Apple,Denizyolu,16788,4808,13600.59,15380.48,0
TRK-12154,İskenderun,Samsun,Amazon,Denizyolu,2830,466,1026.5,1189.15,2
TRK-12155,Mersin,Rotterdam,Beko,Demiryolu,4551,1998,6098.04,6786.99,5
TRK-12156,Rotterdam,İskenderun,Amazon,Karayolu,24334,3900,6857.49,7588.33,0
TRK-12157,İskenderun,Ambarlı,Şişecam,Denizyolu,34704,3128,10595.32,12860.02,0
TRK-12158,Batum,İskenderun,Tofaş,Karayolu,8387,1361,4320.49,4777.48,0
TRK-12159,Ambarlı,İzmir,Amazon,Denizyolu,36031,2736,6438.19,7302.68,5
TRK-12160,İzmir,Batum,Vestel,Demiryolu,10207,3511,6969.22,7936.26,1
TRK-12161,Mersin,İskenderun,Amazon,Denizyolu,37669,2628,8614.48,9586.63,0
TRK-12162,Batum,Mersin,Arçelik,Demiryolu,29642,1465,2697.2,3034.58,0
TRK-12163,Hamburg,Ambarlı,Apple,Karayolu,21020,1852,5041.26,5655.86,2
TRK-12164,İzmir,Samsun,Apple,Denizyolu,29001,866,2736.46,3190.8,2
TRK-12165,Batum,İzmir,Beko,Denizyolu,32724,3687,7817.39,9584.16,5
TRK-12166,İzmir,Batum,Arçelik,Denizyolu,34696,891,2013.6,2264.26,0
TRK-12167,Ambarlı,Samsun,Beko,Karayolu,44115,2732,4549.35,5745.75,0
TRK-12168,Mersin,Ambarlı,Arçelik,Karayolu,16585,1350,2630.56,3323.1,0
TRK-12169,Ambarlı,Hamburg,Şişecam,Karayolu,39546,357,1159.1,1292.3,5
TRK-12170,Rotterdam,Mersin,Vestel,Demiryolu,23678,975,2835.17,3574.32,5
TRK-12171,Samsun,İzmir,Arçelik,Demiryolu,4480,3819,12971.71,15583.03,5
TRK-12172,İskenderun,Samsun,Amazon,Karayolu,29881,1658,4427.8,5152.61,0
TRK-12173,Batum,Hamburg,Vestel,Denizyolu,14690,4642,12264.7,15298.26,0
TRK-12174,Batum,Ambarlı,Amazon,Demiryolu,33944,2202,5680.76,6323.54,5
TRK-12175,Ambarlı,Batum,Apple,Karayolu,12142,4301,10558.77,12774.69,0
TRK-12176,Ambarlı,Rotterdam,Apple,Karayolu,1913,1855,3183.07,4085.7,0
TRK-12177,İskenderun,Mersin,Apple,Demiryolu,38750,4212,7195.48,9339.64,1
TRK-12178,Batum,Samsun,Vestel,Karayolu,18102,3263,7541.93,8305.8,0
TRK-12179,Rotterdam,İskenderun,Beko,Karayolu,10792,4697,16272.49,18748.74,0
TRK-12180,Samsun,Hamburg,Beko,Demiryolu,11989,4174,9183.14,10775.91,0
TRK-12181,İzmir,Batum,Tofaş,Denizyolu,7255,3061,9593.42,11536.75,0
TRK-12182,İskenderun,Hamburg,Apple,Demiryolu,10152,1359,4660.79,5399.73,0
TRK-12183,Samsun,Ambarlı,Vestel,Karayolu,41415,2848,5221.03,6539.45,2
TRK-12184,Hamburg,Ambarlı,Vestel,Denizyolu,36462,1982,7159.35,8834.06,0
TRK-12185,İskenderun,Ambarlı,Amazon,Demiryolu,32856,2513,4301.91,5191.76,0
TRK-12186,Mersin,Batum,Beko,Denizyolu,37620,4057,9734.69,11333.63,5
TRK-12187,Samsun,Ambarlı,Vestel,Demiryolu,22149,458,1476.46,1884.82,0
TRK-12188,Rotterdam,Mersin,Beko,Denizyolu,2328,2051,6257.94,7360.85,2
TRK-12189,Samsun,İskenderun,Arçelik,Denizyolu,7135,1886,5150.47,6230.4,1
TRK-12190,Batum,Rotterdam,Beko,Denizyolu,7645,1484,3788.71,4297.13,0
TRK-12191,Ambarlı,İskenderun,Şişecam,Karayolu,17365,2842,9726.33,11853.25,1
TRK-12192,Samsun,İskenderun,Vestel,Denizyolu,13073,2723,4654.48,5215.19,2
TRK-12193,İskenderun,Hamburg,Şişecam,Karayolu,16999,4659,11162.28,13747.8,5
TRK-12194,Hamburg,Rotterdam,Apple,Denizyolu,17414,4587,7372.01,9228.55,2
TRK-12195,Mersin,Batum,Beko,Demiryolu,31208,1566,4749.45,5430.01,0
TRK-12196,Hamburg,Samsun,Şişecam,Karayolu,8856,3117,5808.27,6582.48,5
TRK-12197,İskenderun,İzmir,Arçelik,Karayolu,31065,2617,8812.61,10652.3,0
TRK-12198,İskenderun,Samsun,Arçelik,Karayolu,3364,2306,5861.99,7204.61,0
TRK-12199,Ambarlı,Rotterdam,Şişecam,Karayolu,38487,4263,7747.05,9096.29,1
TRK-12200,İskenderun,Samsun,Vestel,Demiryolu,28208,736,2304.05,2887.75,5
TRK-12201,Batum,Samsun,Tofaş,Karayolu,39916,454,1707.99,1879.39,2
TRK-12202,Rotterdam,İskenderun,Tofaş,Denizyolu,38867,884,3309.45,3898.83,0
TRK-12203,Rotterdam,Samsun,Beko,Demiryolu,15040,3905,11693.07,13583.35,5
TRK-12204,Hamburg,Ambarlı,Beko,Denizyolu,23353,583,1442.01,1743.43,0
TRK-12205,Mersin,Hamburg,Şişecam,Demiryolu,41571,1453,5124.5,6364.83,2
TRK-12206,İskenderun,Rotterdam,Vestel,Demiryolu,26624,3324,8728.67,10165.92,1
TRK-12207,Ambarlı,Batum,Beko,Demiryolu,37035,327,1368.1,1550.73,1
TRK-12208,Mersin,Rotterdam,Vestel,Karayolu,10453,2075,5233.41,6446.74,2
TRK-12209,Hamburg,İskenderun,Arçelik,Denizyolu,42557,1343,3298.38,4166.79,5
TRK-12210,Batum,İskenderun,Amazon,Denizyolu,43435,2807,5319.13,5933.45,1
TRK-12211,İskenderun,Hamburg,Şişecam,Karayolu,38454,1603,5603.92,7083.3,1
TRK-12212,Batum,İzmir,Vestel,Karayolu,26853,3424,5443.64,6649.32,5
TRK-12213,Mersin,Hamburg,Şişecam,Demiryolu,23868,3125,11090.44,12918.03,1
TRK-12214,Ambarlı,Batum,Arçelik,Karayolu,2267,4910,9565.8,11252.07,0
TRK-12215,Hamburg,Mersin,Tofaş,Denizyolu,1299,2424,4746.2,5834.56,0
TRK-12216,İzmir,Batum,Amazon,Demiryolu,1807,3815,11269.33,12941.49,1
TRK-12217,Hamburg,Samsun,Beko,Karayolu,25238,4525,8234.09,10673.9,5
TRK-12218,Samsun,İzmir,Tofaş,Denizyolu,2913,551,1161.67,1360.64,1
TRK-12219,İskenderun,Mersin,Tofaş,Karayolu,2091,2829,5440.08,6174.02,2
TRK-12220,Ambarlı,Hamburg,Tofaş,Denizyolu,36170,842,1809.46,2115.79,1
TRK-12221,Ambarlı,Rotterdam,Arçelik,Denizyolu,14417,2773,9223.05,10942.65,2
TRK-12222,Mersin,Samsun,Apple,Karayolu,23397,1143,2418.8,2916.33,0
TRK-12223,Samsun,Rotterdam,Arçelik,Denizyolu,1626,2031,5682.46,6282.49,0
TRK-12224,İzmir,Hamburg,Arçelik,Demiryolu,27230,4551,11490.9,12703.21,0
TRK-12225,Batum,Rotterdam,Arçelik,Denizyolu,9219,4719,10139.75,12460.41,0
TRK-12226,Hamburg,İzmir,Apple,Karayolu,3880,2331,4070.17,5163.01,0
TRK-12227,Samsun,Mersin,Amazon,Karayolu,7427,1419,3580.03,3968.52,0
TRK-12228,Hamburg,Rotterdam,Vestel,Denizyolu,23601,1090,2347.3,2626.17,2
TRK-12229,İzmir,Mersin,Arçelik,Demiryolu,13950,2510,6644.76,7989.67,0
TRK-12230,İzmir,Ambarlı,Beko,Denizyolu,20326,801,1500.15,1770.75,0
TRK-12231,İskenderun,Ambarlı,Amazon,Karayolu,36441,3349,7397.15,8537.29,2
TRK-12232,Hamburg,Ambarlı,Beko,Karayolu,35656,264,827.6,1044.82,0
TRK-12233,Ambarlı,İzmir,Vestel,Karayolu,12850,3199,9735.77,10794.83,1
TRK-12234,Rotterdam,Hamburg,Beko,Denizyolu,27593,2682,7466.98,8863.29,1
TRK-12235,Rotterdam,Ambarlı,Tofaş,Denizyolu,34053,4010,7484.54,9509.28,2
TRK-12236,İskenderun,İzmir,Beko,Demiryolu,36628,261,804.66,1024.04,5
TRK-12237,Batum,Ambarlı,Tofaş,Denizyolu,24193,3257,6281.67,7243.95,0
TRK-12238,Mersin,Rotterdam,Apple,Demiryolu,35806,2834,5345.0,6079.55,0
TRK-12239,İskenderun,Rotterdam,Tofaş,Karayolu,5698,229,635.68,745.35,1
TRK-12240,Samsun,İzmir,Arçelik,Demiryolu,16823,4086,7496.92,8282.79,2
TRK-12241,Batum,İzmir,Apple,Demiryolu,20976,3034,9106.97,11037.14,2
TRK-12242,Ambarlı,İskenderun,Apple,Denizyolu,7920,2223,3573.48,4141.89,1
TRK-12243,Ambarlı,İskenderun,Tofaş,Denizyolu,21008,4447,9581.58,10770.35,2
TRK-12244,İzmir,Batum,Arçelik,Demiryolu,4828,3777,7042.55,9090.21,1
TRK-12245,Rotterdam,Mersin,Tofaş,Denizyolu,10362,2526,5504.73,6524.53,1
TRK-12246,Rotterdam,Hamburg,Tofaş,Karayolu,1077,1012,1812.53,2241.5,2
TRK-12247,Hamburg,İzmir,Arçelik,Karayolu,33367,246,889.77,1090.5,2
TRK-12248,Ambarlı,Samsun,Vestel,Karayolu,3945,3183,8653.25,11224.98,5
TRK-12249,İzmir,Mersin,Amazon,Denizyolu,13291,1335,2435.32,2957.21,1
TRK-12250,Mersin,Batum,Arçelik,Denizyolu,21240,1854,6394.69,7346.86,5
TRK-12251,Samsun,Batum,Apple,Karayolu,6004,3519,10372.72,12934.16,2
TRK-12252,Samsun,Ambarlı,Şişecam,Demiryolu,22480,1709,4739.99,6017.46,0
TRK-12253,İskenderun,Batum,Şişecam,Karayolu,37245,2180,5384.38,6090.51,5
TRK-12254,Samsun,İskenderun,Beko,Karayolu,1354,3951,8596.16,9795.37,0
TRK-12255,Hamburg,Batum,Tofaş,Denizyolu,39969,4727,15713.1,19824.44,2
TRK-12256,İzmir,Batum,Apple,Demiryolu,15471,759,2263.9,2645.8,1
TRK-12257,Rotterdam,İzmir,Amazon,Karayolu,41372,2574,8459.61,9774.04,0
TRK-12258,Mersin,Samsun,Vestel,Demiryolu,17446,4619,8600.65,10531.21,0
TRK-12259,Rotterdam,Ambarlı,Şişecam,Karayolu,12370,2320,5881.74,7364.66,0
TRK-12260,Rotterdam,İskenderun,Arçelik,Demiryolu,27428,4184,10428.76,12247.54,5
TRK-12261,Rotterdam,İskenderun,Beko,Karayolu,28564,4113,8073.04,9497.36,0
TRK-12262,Samsun,İzmir,Beko,Denizyolu,39507,3645,6642.8,7759.44,2
TRK-12263,Ambarlı,Samsun,Apple,Karayolu,24619,1671,6025.3,7237.43,1
TRK-12264,Hamburg,Batum,Amazon,Karayolu,16157,2883,9005.62,10743.83,0
TRK-12265,Ambarlı,Mersin,Şişecam,Denizyolu,25826,4063,12545.1,15365.94,0
TRK-12266,İskenderun,Ambarlı,Beko,Denizyolu,39468,318,1454.41,1730.31,0
TRK-12267,Mersin,İzmir,Amazon,Denizyolu,32982,4134,8276.73,9503.35,0
TRK-12268,Hamburg,İskenderun,Vestel,Karayolu,43319,3736,8827.79,10301.72,1
TRK-12269,Mersin,Samsun,Vestel,Demiryolu,36487,3690,12948.0,14833.84,0
TRK-12270,İskenderun,Samsun,Şişecam,Denizyolu,17844,2323,4130.54,5330.71,0
TRK-12271,Mersin,Batum,Şişecam,Denizyolu,22837,2755,7875.15,8735.24,1
TRK-12272,Rotterdam,Mersin,Amazon,Demiryolu,30820,2482,8761.97,9768.61,1
TRK-12273,Ambarlı,İzmir,Vestel,Denizyolu,40855,427,1373.32,1511.73,0
TRK-12274,Rotterdam,Mersin,Beko,Denizyolu,1031,4058,8108.95,9948.57,0
TRK-12275,Hamburg,Rotterdam,Arçelik,Denizyolu,17195,2538,7136.92,8522.19,2
TRK-12276,Batum,İzmir,Arçelik,Denizyolu,38056,520,1834.2,2083.58,5
TRK-12277,Rotterdam,İzmir,Amazon,Demiryolu,14573,4155,7005.21,7707.48,0
TRK-12278,Rotterdam,Hamburg,Vestel,Karayolu,11800,2619,4415.86,5305.11,1
TRK-12279,Ambarlı,Hamburg,Amazon,Demiryolu,39583,2641,5623.24,6791.42,0
TRK-12280,İzmir,Ambarlı,Apple,Karayolu,24817,1865,4181.48,5006.79,0
TRK-12281,İskenderun,Hamburg,Şişecam,Demiryolu,6328,4802,15642.68,19123.74,0
TRK-12282,Samsun,Hamburg,Arçelik,Demiryolu,34959,1181,2805.39,3374.15,0
TRK-12283,İskenderun,Ambarlı,Arçelik,Denizyolu,29587,3465,8266.85,9492.61,0
TRK-12284,Mersin,Samsun,Beko,Demiryolu,14396,1504,2977.08,3702.73,0
TRK-12285,Rotterdam,Mersin,Vestel,Demiryolu,19521,1636,2765.72,3520.7,0
TRK-12286,İskenderun,Mersin,Apple,Demiryolu,25070,3467,10583.37,12335.62,0
TRK-12287,Ambarlı,Samsun,Apple,Demiryolu,36648,3203,5569.78,6958.1,1
TRK-12288,İzmir,Mersin,Beko,Denizyolu,7357,3040,5870.0,7119.8,2
TRK-12289,Rotterdam,Mersin,Vestel,Karayolu,23247,4872,15655.23,19845.43,0
TRK-12290,Hamburg,Samsun,Amazon,Demiryolu,2170,4241,13943.31,16526.43,5
TRK-12291,Batum,İskenderun,Amazon,Karayolu,14033,1758,3036.49,3705.54,0
TRK-12292,Batum,Samsun,Vestel,Denizyolu,3120,2703,8979.55,9933.95,5
TRK-12293,Batum,İzmir,Şişecam,Denizyolu,28469,3346,7019.89,8741.21,5
TRK-12294,Batum,Samsun,Amazon,Denizyolu,29276,866,2443.65,2957.02,0
TRK-12295,Hamburg,Mersin,Şişecam,Karayolu,9326,631,1462.38,1633.39,0
TRK-12296,Mersin,Samsun,Amazon,Denizyolu,8929,893,2124.82,2406.26,1
TRK-12297,Mersin,Ambarlı,Arçelik,Demiryolu,21380,4502,13822.16,17429.87,0
TRK-12298,İskenderun,İzmir,Tofaş,Denizyolu,16174,827,2006.51,2437.58,0
TRK-12299,İskenderun,Rotterdam,Tofaş,Demiryolu,26869,1842,3703.43,4464.26,0
TRK-12300,Samsun,İskenderun,Amazon,Karayolu,15914,2330,7814.07,10124.36,0
TRK-12301,İskenderun,İzmir,Beko,Karayolu,39224,4400,8976.88,10999.33,2
TRK-12302,Ambarlı,Batum,Vestel,Demiryolu,29972,2661,6133.74,7517.38,0
TRK-12303,Mersin,Ambarlı,Apple,Karayolu,3775,1026,3453.21,4086.0,0
TRK-12304,Hamburg,İzmir,Apple,Denizyolu,3475,2726,5945.82,6937.14,0
TRK-12305,Ambarlı,İzmir,Vestel,Demiryolu,35460,2321,5345.74,6088.62,5
TRK-12306,Samsun,Hamburg,Apple,Karayolu,35125,3733,9102.73,11568.11,0
TRK-12307,Hamburg,Ambarlı,Tofaş,Denizyolu,12451,1445,3760.58,4604.1,0
TRK-12308,Hamburg,İzmir,Amazon,Denizyolu,4929,3539,10271.35,12530.68,0
TRK-12309,Rotterdam,Batum,Apple,Karayolu,28789,4127,6953.62,8299.69,0
TRK-12310,İzmir,Rotterdam,Şişecam,Demiryolu,27256,1174,3239.28,4191.77,0
TRK-12311,Hamburg,İzmir,Vestel,Denizyolu,29634,3909,11911.85,14011.39,0
TRK-12312,Rotterdam,Hamburg,Amazon,Denizyolu,27846,1580,5585.59,6929.98,1
TRK-12313,Mersin,Rotterdam,Tofaş,Karayolu,19436,417,1022.76,1292.3,5
TRK-12314,Rotterdam,Batum,Arçelik,Demiryolu,31373,1999,6855.16,7552.69,0
TRK-12315,Ambarlı,Hamburg,Vestel,Denizyolu,39703,958,2480.13,2862.31,5
TRK-12316,Ambarlı,İzmir,Tofaş,Karayolu,43570,1398,4531.42,5313.16,2
TRK-12317,İzmir,Mersin,Beko,Demiryolu,30998,4462,8233.82,10674.72,2
TRK-12318,Mersin,Hamburg,Arçelik,Demiryolu,39057,292,918.62,1018.83,0
TRK-12319,Mersin,İskenderun,Apple,Denizyolu,22054,320,1053.27,1275.6,2
TRK-12320,Rotterdam,Hamburg,Arçelik,Karayolu,31856,4207,11825.7,14976.27,5
TRK-12321,Samsun,Batum,Beko,Karayolu,29313,1866,6183.71,6926.13,0
TRK-12322,Rotterdam,İzmir,Beko,Demiryolu,6090,216,753.2,834.86,2
TRK-12323,İskenderun,Hamburg,Amazon,Karayolu,25348,4502,10878.49,13354.14,2
TRK-12324,İskenderun,Ambarlı,Apple,Denizyolu,31975,2012,6822.44,8060.3,0
TRK-12325,Samsun,Ambarlı,Apple,Karayolu,12497,1902,4889.93,5747.85,5
TRK-12326,Ambarlı,Rotterdam,Amazon,Demiryolu,22179,2646,4559.53,5164.25,1
TRK-12327,İzmir,Batum,Tofaş,Demiryolu,17174,1914,3469.42,4427.36,1
TRK-12328,Rotterdam,Batum,Apple,Denizyolu,6763,3417,5373.98,6052.26,1
TRK-12329,Hamburg,Samsun,Vestel,Karayolu,13007,4225,10927.41,12120.67,2
TRK-12330,Batum,Rotterdam,Beko,Denizyolu,16149,695,1584.03,1929.26,0
TRK-12331,Samsun,İzmir,Arçelik,Karayolu,38190,4948,15099.74,17892.82,5
TRK-12332,İskenderun,Mersin,Arçelik,Denizyolu,44842,279,1265.45,1563.24,1
TRK-12333,Batum,Ambarlı,Arçelik,Denizyolu,43946,4164,7456.72,8236.71,0
TRK-12334,Mersin,Samsun,Tofaş,Demiryolu,35483,3577,11423.67,13353.69,0
TRK-12335,Ambarlı,İskenderun,Apple,Karayolu,7099,1345,3464.27,3812.42,1
TRK-12336,Samsun,Rotterdam,Vestel,Denizyolu,8467,2748,5545.32,6274.22,0
TRK-12337,İskenderun,Hamburg,Şişecam,Demiryolu,5158,2830,4816.66,5431.89,2
TRK-12338,İskenderun,Mersin,Tofaş,Denizyolu,13733,2342,8164.8,10189.53,0
TRK-12339,Batum,Hamburg,Vestel,Karayolu,21890,4972,15254.81,18602.19,0
TRK-12340,Mersin,Rotterdam,Apple,Denizyolu,2572,2724,8009.12,10200.09,0
TRK-12341,Ambarlı,İzmir,Şişecam,Karayolu,42213,1510,4221.26,4731.15,0
TRK-12342,Batum,Mersin,Arçelik,Denizyolu,7129,738,1484.72,1876.12,0
TRK-12343,Mersin,Rotterdam,Amazon,Denizyolu,2824,319,1073.81,1193.18,0
TRK-12344,Samsun,İzmir,Apple,Denizyolu,12477,961,3071.12,3532.12,1
TRK-12345,Samsun,İskenderun,Tofaş,Denizyolu,31720,2741,4743.4,5714.9,0
TRK-12346,Ambarlı,İzmir,Amazon,Demiryolu,41069,2928,9405.44,11171.99,2
TRK-12347,Mersin,Ambarlı,Vestel,Karayolu,32258,3892,12677.56,15627.58,2
TRK-12348,Mersin,Ambarlı,Vestel,Denizyolu,12402,3306,7499.1,8439.28,0
TRK-12349,Batum,İskenderun,Apple,Karayolu,9661,1443,2837.44,3665.12,0
TRK-12350,Hamburg,Rotterdam,Beko,Karayolu,42076,3057,10682.18,13867.88,0
TRK-12351,Ambarlı,İzmir,Arçelik,Denizyolu,29688,2190,4845.6,5778.87,0
TRK-12352,Hamburg,Batum,Tofaş,Karayolu,16462,2993,7869.73,9440.96,5
TRK-12353,Batum,Rotterdam,Şişecam,Demiryolu,40856,4240,7841.17,8733.09,0
TRK-12354,Samsun,Mersin,Beko,Karayolu,19332,4092,9357.94,11671.29,5
TRK-12355,Rotterdam,Ambarlı,Arçelik,Demiryolu,24572,373,1061.11,1235.58,2
TRK-12356,Hamburg,İskenderun,Şişecam,Karayolu,34287,3130,8075.59,10110.26,5
TRK-12357,Rotterdam,Mersin,Tofaş,Demiryolu,16353,3513,9413.74,10365.37,2
TRK-12358,Rotterdam,Batum,Vestel,Denizyolu,28011,2643,9236.66,10418.96,5
TRK-12359,Hamburg,Ambarlı,Şişecam,Karayolu,5610,897,1960.35,2279.6,0
TRK-12360,Ambarlı,Hamburg,Apple,Denizyolu,6842,3278,8129.28,10566.68,0
TRK-12361,Mersin,Rotterdam,Vestel,Demiryolu,39468,779,2876.66,3339.17,0
TRK-12362,Batum,Rotterdam,Şişecam,Karayolu,36165,2622,6475.56,7889.17,0
TRK-12363,Batum,Ambarlı,Beko,Denizyolu,3333,1043,1708.75,1912.06,0
TRK-12364,İzmir,Samsun,Apple,Denizyolu,38127,4615,9061.53,10932.03,0
TRK-12365,Hamburg,Ambarlı,Şişecam,Karayolu,4958,1502,4009.11,4981.44,1
TRK-12366,Samsun,Ambarlı,Arçelik,Demiryolu,24994,3068,6502.73,7550.73,2
TRK-12367,Ambarlı,Batum,Şişecam,Denizyolu,19854,4110,7170.65,8328.1,5
TRK-12368,Rotterdam,İzmir,Vestel,Karayolu,4589,3840,11416.72,13812.33,2
TRK-12369,Rotterdam,Ambarlı,Apple,Denizyolu,7936,1430,2890.25,3233.6,5
TRK-12370,İskenderun,İzmir,Apple,Karayolu,28884,606,2169.28,2800.29,1
TRK-12371,Mersin,Batum,Şişecam,Karayolu,10193,3527,8374.94,10886.35,0
